ProgramId,Title,Description,Availability,Duration,EducationLevel,TargetLevel,Capacity,CreatedAt,ProgramPostStatus,MentorProfileId,DomainId,SubDomainId,Deadline
2994,Introduction to Frontend Development,This mentorship focuses on Frontend Development with practical applications.,Available,,sophomore,Junior,7,2024-08-04 00:00:00,1,720,1,2,2026-07-03 00:00:00
2461,Hands-on System Design Training,This mentorship focuses on System Design with practical applications.,Available,,freshman,Senior,6,2025-06-25 00:00:00,1,721,1,6,2026-07-14 00:00:00
3191,Backend Development for Real Projects,This mentorship focuses on Backend Development with practical applications.,Available,,senior,Mid,10,2025-10-06 00:00:00,1,830,1,1,2026-06-11 00:00:00
1129,Hands-on Frontend Development Training,This mentorship focuses on Frontend Development with practical applications.,Available,,junior,Beginner,9,2025-03-26 00:00:00,1,737,1,2,2025-07-07 00:00:00
1046,Mastering Deep Learning,This mentorship focuses on Deep Learning with practical applications.,Available,,graduate,Senior,6,2025-10-13 00:00:00,1,96,2,8,2026-02-06 00:00:00
2869,Computer Vision for Beginners,This mentorship focuses on Computer Vision with practical applications.,Available,,junior,Mid,7,2024-12-16 00:00:00,1,13,2,9,2026-06-12 00:00:00
739,Introduction to Natural Language Processing,This mentorship focuses on Natural Language Processing with practical applications.,Available,,sophomore,Senior,10,2025-07-22 00:00:00,1,835,2,10,2026-06-24 00:00:00
1078,DevOps & Cloud for Real Projects,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,junior,Mid,6,2025-07-27 00:00:00,1,347,1,5,2026-01-17 00:00:00
3130,Business Analysis for Real Projects,This mentorship focuses on Business Analysis with practical applications.,Available,,graduate,Mid,5,2025-10-10 00:00:00,1,345,4,20,2026-05-10 00:00:00
3188,Introduction to Frontend Development,This mentorship focuses on Frontend Development with practical applications.,Available,,sophomore,Senior,6,2025-09-13 00:00:00,1,661,1,2,2026-01-08 00:00:00
1696,Graphic Design for Beginners,This mentorship focuses on Graphic Design with practical applications.,Available,,freshman,Junior,7,2025-07-31 00:00:00,1,47,3,16,2025-10-14 00:00:00
1344,Mastering Business Analysis,This mentorship focuses on Business Analysis with practical applications.,Available,,sophomore,Mid,10,2025-04-07 00:00:00,1,664,4,20,2025-07-06 00:00:00
923,Hands-on Career Coaching Training,This mentorship focuses on Career Coaching with practical applications.,Available,,sophomore,Junior,4,2025-07-06 00:00:00,1,696,4,22,2025-10-07 00:00:00
595,Introduction to Machine Learning,This mentorship focuses on Machine Learning with practical applications.,Available,,sophomore,Junior,9,2024-07-26 00:00:00,1,675,2,7,2024-09-10 00:00:00
2646,Introduction to DevOps & Cloud,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,sophomore,Mid,8,2024-12-26 00:00:00,1,404,1,5,2025-02-01 00:00:00
1967,Introduction to Branding,This mentorship focuses on Branding with practical applications.,Available,,senior,Senior,7,2025-04-25 00:00:00,1,953,3,18,2026-05-04 00:00:00
403,Product Design for Beginners,This mentorship focuses on Product Design with practical applications.,Available,,graduate,Beginner,7,2025-03-18 00:00:00,1,209,3,15,2026-06-04 00:00:00
1921,Introduction to Data Science,This mentorship focuses on Data Science with practical applications.,Available,,junior,Mid,8,2025-04-18 00:00:00,1,70,2,12,2026-06-18 00:00:00
2798,Hands-on Backend Development Training,This mentorship focuses on Backend Development with practical applications.,Available,,freshman,Beginner,17,2024-09-03 00:00:00,1,38,1,1,2025-01-02 21:08:00
2320,Introduction to System Design,This mentorship focuses on System Design with practical applications.,Available,,senior,Beginner,9,2024-07-02 00:00:00,1,1094,1,6,2024-08-03 00:00:00
1053,Mastering Data Analysis,This mentorship focuses on Data Analysis with practical applications.,Available,,graduate,Beginner,4,2025-08-28 00:00:00,1,270,2,11,2026-02-05 00:00:00
1126,Frontend Development for Beginners,This mentorship focuses on Frontend Development with practical applications.,Available,,freshman,Junior,8,2025-08-09 00:00:00,1,956,1,2,2026-07-10 00:00:00
2984,Mastering Branding,This mentorship focuses on Branding with practical applications.,Available,,senior,Mid,8,2025-03-27 00:00:00,1,931,3,18,2026-06-14 00:00:00
209,Hands-on Machine Learning Training,This mentorship focuses on Machine Learning with practical applications.,Available,,junior,Senior,4,2025-03-27 00:00:00,1,778,2,7,2026-06-21 00:00:00
3011,Hands-on Graphic Design Training,This mentorship focuses on Graphic Design with practical applications.,Available,,graduate,Beginner,6,2024-11-24 00:00:00,1,1042,3,16,2026-06-07 00:00:00
878,Mastering DevOps & Cloud,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,sophomore,Mid,8,2025-02-03 00:00:00,1,1283,1,5,2026-07-11 00:00:00
1876,Hands-on Computer Vision Training,This mentorship focuses on Computer Vision with practical applications.,Available,,senior,Beginner,9,2024-08-22 00:00:00,1,957,2,9,2026-01-19 00:00:00
869,Deep Learning for Real Projects,This mentorship focuses on Deep Learning with practical applications.,Available,,junior,Senior,7,2025-05-29 00:00:00,1,2,2,8,2026-06-02 00:00:00
2471,Mastering Frontend Development,This mentorship focuses on Frontend Development with practical applications.,Available,,junior,Junior,6,2025-07-03 00:00:00,1,1286,1,2,2025-08-19 00:00:00
2213,Frontend Development for Real Projects,This mentorship focuses on Frontend Development with practical applications.,Available,,graduate,Beginner,5,2025-10-04 00:00:00,1,346,1,2,2025-12-15 00:00:00
649,Hands-on Project Management Training,This mentorship focuses on Project Management with practical applications.,Available,,graduate,Mid,8,2025-08-18 00:00:00,1,1177,4,21,2026-06-03 00:00:00
1905,Introduction to DevOps & Cloud,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,senior,Beginner,7,2025-07-17 00:00:00,1,928,1,5,2025-08-22 00:00:00
789,Hands-on Motion Design Training,This mentorship focuses on Motion Design with practical applications.,Available,,sophomore,Junior,4,2024-03-27 00:00:00,1,1324,3,17,2026-06-25 00:00:00
856,DevOps & Cloud for Beginners,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,graduate,Junior,8,2025-05-24 00:00:00,1,1337,1,5,2025-08-01 00:00:00
2358,Hands-on Project Management Training,This mentorship focuses on Project Management with practical applications.,Available,,freshman,Junior,5,2025-10-10 00:00:00,1,334,4,21,2025-11-28 00:00:00
261,Hands-on Graphic Design Training,This mentorship focuses on Graphic Design with practical applications.,Available,,freshman,Beginner,22,2025-06-27 00:00:00,1,833,3,16,2025-09-22 00:00:00
2657,Entrepreneurship for Real Projects,This mentorship focuses on Entrepreneurship with practical applications.,Available,,senior,Senior,10,2025-07-30 00:00:00,1,621,4,23,2026-02-06 00:00:00
2365,Hands-on Project Management Training,This mentorship focuses on Project Management with practical applications.,Available,,junior,Senior,5,2025-08-31 00:00:00,1,1210,4,21,2026-06-06 00:00:00
2423,Introduction to Data Analysis,This mentorship focuses on Data Analysis with practical applications.,Available,,graduate,Senior,8,2025-08-12 00:00:00,1,701,2,11,2026-07-03 00:00:00
2105,Hands-on Machine Learning Training,This mentorship focuses on Machine Learning with practical applications.,Available,,graduate,Mid,6,2025-06-04 00:00:00,1,1377,2,7,2026-06-01 00:00:00
2230,Data Analysis for Real Projects,This mentorship focuses on Data Analysis with practical applications.,Available,,senior,Mid,8,2025-05-01 00:00:00,1,816,2,11,2026-07-05 00:00:00
567,Hands-on System Design Training,This mentorship focuses on System Design with practical applications.,Available,,freshman,Mid,9,2024-09-16 00:00:00,1,31,1,6,2026-07-03 00:00:00
2451,DevOps & Cloud for Real Projects,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,sophomore,Senior,7,2025-08-13 00:00:00,1,245,1,5,2026-07-03 00:00:00
1153,Hands-on Backend Development Training,This mentorship focuses on Backend Development with practical applications.,Available,,senior,Mid,8,2025-09-10 00:00:00,1,1291,1,1,2026-06-19 00:00:00
636,Product Design for Beginners,This mentorship focuses on Product Design with practical applications.,Available,,freshman,Senior,7,2025-01-11 00:00:00,1,1395,3,15,2026-07-10 00:00:00
2232,Hands-on DevOps & Cloud Training,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,graduate,Mid,9,2024-06-27 00:00:00,1,724,1,5,2024-10-31 00:00:00
1007,Mastering DevOps & Cloud,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,sophomore,Senior,5,2025-08-09 00:00:00,1,37,1,5,2026-06-24 00:00:00
1874,Introduction to Career Coaching,This mentorship focuses on Career Coaching with practical applications.,Available,,senior,Senior,10,2025-06-08 00:00:00,1,873,4,22,2026-06-20 00:00:00
2898,Mastering System Design,This mentorship focuses on System Design with practical applications.,Available,,junior,Senior,6,2024-08-17 00:00:00,1,487,1,6,2026-07-10 00:00:00
386,Introduction to Natural Language Processing,This mentorship focuses on Natural Language Processing with practical applications.,Available,,freshman,Junior,6,2025-08-30 00:00:00,1,569,2,10,2025-11-26 00:00:00
1366,Hands-on Frontend Development Training,This mentorship focuses on Frontend Development with practical applications.,Available,,sophomore,Beginner,9,2025-09-24 00:00:00,1,1158,1,2,2025-12-03 00:00:00
1695,Introduction to Mobile Development,This mentorship focuses on Mobile Development with practical applications.,Available,,graduate,Beginner,7,2025-09-20 00:00:00,1,199,1,4,2026-05-01 00:00:00
634,Introduction to Data Analysis,This mentorship focuses on Data Analysis with practical applications.,Available,,sophomore,Senior,7,2025-09-26 00:00:00,1,374,2,11,2026-07-14 00:00:00
2783,Mastering Full Stack Development,This mentorship focuses on Full Stack Development with practical applications.,Available,,freshman,Senior,7,2025-07-09 00:00:00,1,424,1,3,2025-08-05 00:00:00
2418,Deep Learning for Beginners,This mentorship focuses on Deep Learning with practical applications.,Available,,junior,Senior,6,2025-09-29 00:00:00,1,253,2,8,2026-06-16 00:00:00
3165,Introduction to Business Analysis,This mentorship focuses on Business Analysis with practical applications.,Available,,junior,Beginner,9,2025-10-04 00:00:00,1,1211,4,20,2026-07-06 00:00:00
185,Hands-on Project Management Training,This mentorship focuses on Project Management with practical applications.,Available,,graduate,Senior,6,2025-02-14 00:00:00,1,986,4,21,2026-06-17 00:00:00
1276,Mastering Graphic Design,This mentorship focuses on Graphic Design with practical applications.,Available,,junior,Beginner,8,2025-05-25 00:00:00,1,1054,3,16,2025-08-24 00:00:00
3192,Hands-on Mobile Development Training,This mentorship focuses on Mobile Development with practical applications.,Available,,sophomore,Senior,7,2025-04-01 00:00:00,1,885,1,4,2026-06-20 00:00:00
1973,Hands-on Machine Learning Training,This mentorship focuses on Machine Learning with practical applications.,Available,,junior,Junior,7,2024-09-26 00:00:00,1,1173,2,7,2026-06-04 00:00:00
1443,Frontend Development for Real Projects,This mentorship focuses on Frontend Development with practical applications.,Available,,graduate,Beginner,8,2025-02-09 00:00:00,1,719,1,2,2025-05-25 00:00:00
408,Introduction to UI/UX Design,This mentorship focuses on UI/UX Design with practical applications.,Available,,graduate,Beginner,7,2025-05-15 00:00:00,1,638,3,14,2026-06-11 00:00:00
2281,Full Stack Development for Beginners,This mentorship focuses on Full Stack Development with practical applications.,Available,,senior,Junior,3,2025-01-16 00:00:00,1,141,1,3,2026-06-07 00:00:00
1829,Full Stack Development for Real Projects,This mentorship focuses on Full Stack Development with practical applications.,Available,,freshman,Senior,9,2025-07-11 00:00:00,1,1057,1,3,2026-07-10 00:00:00
284,Introduction to Data Science,This mentorship focuses on Data Science with practical applications.,Available,,graduate,Senior,7,2025-02-05 00:00:00,1,1255,2,12,2026-06-28 00:00:00
623,Motion Design for Beginners,This mentorship focuses on Motion Design with practical applications.,Available,,freshman,Mid,6,2025-01-21 00:00:00,1,799,3,17,2025-05-17 21:11:00
2906,Branding for Real Projects,This mentorship focuses on Branding with practical applications.,Available,,sophomore,Junior,8,2025-05-07 00:00:00,1,964,3,18,2026-06-12 00:00:00
1448,Hands-on Mobile Development Training,This mentorship focuses on Mobile Development with practical applications.,Available,,senior,Senior,7,2025-06-04 00:00:00,1,249,1,4,2026-06-04 00:00:00
2781,Branding for Beginners,This mentorship focuses on Branding with practical applications.,Available,,graduate,Junior,6,2025-07-03 00:00:00,1,367,3,18,2025-07-15 00:00:00
898,Frontend Development for Real Projects,This mentorship focuses on Frontend Development with practical applications.,Available,,graduate,Beginner,7,2025-09-13 00:00:00,1,379,1,2,2026-07-03 00:00:00
2393,Hands-on UI/UX Design Training,This mentorship focuses on UI/UX Design with practical applications.,Available,,graduate,Beginner,7,2025-06-22 00:00:00,1,624,3,14,2025-09-21 00:00:00
2167,Mastering Data Analysis,This mentorship focuses on Data Analysis with practical applications.,Available,,graduate,Beginner,6,2025-06-13 00:00:00,1,12,2,11,2026-06-21 00:00:00
842,Natural Language Processing for Beginners,This mentorship focuses on Natural Language Processing with practical applications.,Available,,freshman,Junior,14,2025-04-26 00:00:00,1,1234,2,10,2025-07-18 00:00:00
2104,Mastering Machine Learning,This mentorship focuses on Machine Learning with practical applications.,Available,,graduate,Senior,6,2024-08-16 00:00:00,1,1377,2,7,2026-06-05 00:00:00
1633,Introduction to Full Stack Development,This mentorship focuses on Full Stack Development with practical applications.,Available,,junior,Beginner,10,2025-05-26 00:00:00,1,97,1,3,2025-07-30 00:00:00
2125,Full Stack Development for Beginners,This mentorship focuses on Full Stack Development with practical applications.,Available,,sophomore,Beginner,17,2024-10-13 00:00:00,1,128,1,3,2025-01-13 00:00:00
